unit,cycle,s4,s9,s10,s11,s14,s16,RUL,is_noise,max_cycle
1,-1.4811443620425195,-0.7219351880278297,-0.6182976560263634,-0.6697298043419745,-0.33427364696104833,0.13347938102421716,-0.6658357362607893,125,0,321
1,-1.467337547895884,0.32396388110682073,0.5764662626490784,-0.20017779049509546,0.3612002743232191,-0.2063870930345362,-0.6658357362607893,125,0,321
1,-1.4535307337492487,-0.6873433588166662,-0.6320486676189515,-0.6697298043419745,-0.34354663257817225,0.03625625377605008,-0.6658357362607893,125,0,321
1,-1.4397239196026135,-0.6791152052664375,-0.6152385756936686,-0.5914711353674946,-0.33736464216675555,0.14792666668107318,-0.6658357362607893,125,0,321
1,-1.425917105455978,-1.3880797825942852,-1.5579402149170263,-1.2957991561378124,-1.9446821491348412,-2.341861701641343,-0.6658357362607893,125,1,321
1,-1.4121102913093428,-0.687679201818716,-0.5331186036558455,-0.5914711353674946,-0.41154852710374473,-0.11200605476804254,-0.6658357362607893,125,0,321
1,-1.3983034771627074,1.6370260583723595,1.5770528297211557,1.5997715959179393,1.2884988360355758,0.7621731478457984,1.5018719265742868,125,0,321
1,-1.384496663016072,-0.740070710138538,-0.6302963788846901,-0.6697298043419745,-0.36209260381241787,0.14721614443564945,-0.6658357362607893,125,0,321
1,-1.3706898488694368,-0.8164749931049443,-0.6287222890047642,-0.5914711353674946,-0.41154852710374473,0.08966384255671425,-0.6658357362607893,125,0,321
1,-1.3568830347228014,-1.3227583186955332,-1.5255971228558352,-1.2175404871633335,-2.018866034071828,-2.2991119465419705,-0.6658357362607893,125,1,321
1,-1.3430762205761662,0.2867692686297671,0.5646457386450818,-0.20017779049509546,0.3364723126775568,-0.15984788595958818,-0.6658357362607893,125,0,321
1,-1.3292694064295307,-0.6396536525255456,-0.5406623551558869,-0.5914711353674946,-0.4084575318980353,-0.08583515206177557,-0.6658357362607893,125,0,321
1,-1.3154625922828953,-1.32695635622116,-1.542704212871672,-1.2175404871633335,-1.963228120369087,-2.349559025966722,-0.6658357362607893,125,1,321
1,-1.30165577813626,0.3651886096084762,0.5786937483282237,-0.20017779049509546,0.3550182839118046,-0.14469007805731918,-0.6658357362607893,125,0,321
1,-1.2878489639896247,-1.3549152861418334,-1.5282404058617554,-1.2175404871633335,-1.9601371251633797,-2.3663747191083058,-0.6658357362607893,125,1,321
1,-1.2740421498429892,0.3989408313145152,0.5865047981097576,-0.20017779049509546,0.3302903222661423,-0.14930847265254654,-0.6658357362607893,125,0,321
1,-1.260235335696354,0.7929686334698415,0.7265096979963085,1.2867369200200198,0.6702997948940046,0.6995287698746901,1.5018719265742868,125,0,321
1,-1.2464285215497186,-0.7141268382301653,-0.6251286121090737,-0.5914711353674946,-0.3311826517553389,0.18321593820354506,-0.6658357362607893,125,0,321
1,-1.2326217074030834,0.3259789391191216,0.5660119298616217,-0.20017779049509546,0.3735642551460503,-0.13272962025943008,-0.6658357362607893,125,0,321
1,-1.218814893256448,0.30414914398586324,0.5765553620762407,-0.20017779049509546,0.3735642551460503,-0.11638760861480252,-0.6658357362607893,125,0,321
1,-1.2050080791098126,1.671030162329936,1.5267710529905811,1.5997715959179393,1.3503187401497336,0.6941998530340499,1.5018719265742868,125,0,321
1,-1.1912012649631774,0.2995313027076723,0.5432915759343405,-0.20017779049509546,0.348836293500388,-0.16434786018057648,-0.6658357362607893,125,0,321
1,-1.177394450816542,1.6154481454906366,1.5544215752210369,1.5997715959179393,1.322499783298362,0.8364227224920783,1.5018719265742868,125,0,321
1,-1.1635876366699065,-1.3942928781322128,-1.5468027865212997,-1.2957991561378124,-1.9570461299576725,-2.321493397272662,-0.6658357362607893,125,1,321
1,-1.1497808225232713,-0.7043873911707106,-0.6341870538709345,-0.5914711353674946,-0.3311826517553389,0.09369013528075698,-0.6658357362607893,125,0,321
1,-1.1359740083766359,0.3586396710684987,0.5584087787434738,-0.20017779049509546,0.2931983797976467,-0.07683520361980974,-0.6658357362607893,125,0,321
1,-1.1221671942300007,0.7772679731239983,0.7402013099707848,1.2867369200200198,0.7104827325682076,0.6724105041745321,1.5018719265742868,125,0,321
1,-1.1083603800833652,1.6803498056368265,1.5359185941796043,1.5997715959179393,1.3595917257668577,0.6449369773516674,1.5018719265742868,125,0,321
1,-1.0945535659367298,-1.327544081474747,-1.52218164481448,-1.2175404871633335,-1.9354091635177173,-2.3493221852182438,-0.6658357362607893,125,1,321
1,-1.0807467517900946,0.32807795788193506,0.5560921936371608,-0.20017779049509546,0.3457452982946807,-0.12242704770085584,-0.6658357362607893,125,0,321
1,-1.0669399376434592,0.30028694946228635,0.5635171459009786,-0.20017779049509546,0.3302903222661423,-0.08820355954651418,-0.6658357362607893,125,0,321
1,-1.0531331234968238,-0.6805425380251513,-0.5147047220415754,-0.5914711353674946,-0.4455494743665309,-0.013125042280571353,-0.6658357362607893,125,0,321
1,-1.0393263093501885,-0.7490545104433788,-0.6150900766483944,-0.5914711353674946,-0.3280916565496316,0.16734760805585233,-0.6658357362607893,125,0,321
1,-1.0255194952035531,-0.6383942412678568,-0.5469884144846573,-0.5914711353674946,-0.4331854935436998,-0.06321686058260576,-0.6658357362607893,125,0,321
1,-1.011712681056918,0.8153021931061766,0.7428742927857581,1.2867369200200198,0.6672087996882974,0.6990550883777445,1.5018719265742868,125,0,321
1,-0.9979058669102825,-0.73452930060471,-0.6551254192548983,-0.5914711353674946,-0.34354663257817225,0.09451907790040903,-0.6658357362607893,125,0,321
1,-0.9840990527636472,-0.7022044116573847,-0.5506711908075103,-0.5914711353674946,-0.436276488749407,-0.11816391422834571,-0.6658357362607893,125,0,321
1,-0.9702922386170117,1.7059578345431494,1.5276026476441307,1.5997715959179393,1.4399576011152613,0.6817657137392151,1.5018719265742868,125,1,321
1,-0.9564854244703764,-0.6698795227100576,-0.5305941198861464,-0.5914711353674946,-0.3899115606637896,-0.07896677035605942,-0.6658357362607893,125,0,321
1,-0.9426786103237411,-0.7414140821467393,-0.5342471963999434,-0.5914711353674946,-0.3960935510752041,-0.09365089676139363,-0.6658357362607893,125,0,321
1,-0.9288717961771058,-1.3595331274200224,-1.5372691478145575,-1.2175404871633335,-1.975592101191918,-2.4088876334592,-0.6658357362607893,125,1,321
1,-0.9150649820304704,-1.3720432792463904,-1.5467136870941318,-1.2175404871633335,-1.9261361779005934,-2.337953829291539,-0.6658357362607893,125,1,321
1,-0.9012581678838351,-1.4283809428403018,-1.5606428975410553,-1.2175404871633335,-1.963228120369087,-2.340203816402039,-0.6658357362607893,125,1,321
1,-0.8874513537371997,-1.3418174090618784,-1.5469512855665737,-1.2957991561378124,-1.987956082014749,-2.3471906184819833,-0.6658357362607893,125,1,321
1,-0.8736445395905644,-1.3151178903988916,-1.5253298245743372,-1.2175404871633335,-2.0034110580432896,-2.3422169627640494,-0.6658357362607893,125,1,321
1,-0.859837725443929,1.730222491441273,1.5354730970437764,1.5997715959179393,1.3503187401497336,0.6797525673771938,1.5018719265742868,125,0,321
1,-0.8460309112972937,-1.3197357316770808,-1.5512577578795903,-1.2175404871633335,-1.987956082014749,-2.303611920762959,-0.6658357362607893,125,1,321
1,-0.8322240971506584,-0.7381396128767496,-0.6348998492882604,-0.5914711353674946,-0.34354663257817225,0.08326914234794366,-0.6658357362607893,125,0,321
1,-0.818417283004023,0.313132944290704,0.5664574269974497,-0.20017779049509546,0.31792634144330895,-0.1715715030090099,-0.6658357362607893,125,0,321
1,-0.8046104688573876,-0.705562841677885,-0.5467508160122153,-0.5914711353674946,-0.41463952230945195,0.005822217597272984,-0.6658357362607893,125,0,321
1,-0.7908036547107523,0.8798680102503166,0.7543087192720385,1.2867369200200198,0.6981187517453764,0.7233312650962292,1.5018719265742868,125,0,321
1,-0.776996840564117,-0.7318425565883094,-0.6498685530521141,-0.5914711353674946,-0.3899115606637896,0.14212406834348726,-0.6658357362607893,125,0,321
1,-0.7631900264174817,0.3060802412476498,0.5750406718144266,-0.20017779049509546,0.33956330788326405,-0.09353247638715455,-0.6658357362607893,125,0,321
1,-0.7493832122708463,-0.7553515667318189,-0.6176739600362,-0.5914711353674946,-0.3002726996982621,0.14709772406141036,-0.6658357362607893,125,0,321
1,-0.7355763981242109,-0.6968309236245817,-0.6264651035165629,-0.6697298043419745,-0.37445658463524906,0.12104524172938248,-0.6658357362607893,125,0,321
1,-0.7217695839775756,0.3577161028128597,0.5759613658951386,-0.20017779049509546,0.40447420720312927,-0.12526913668254003,-0.6658357362607893,125,0,321
1,-0.7079627698309403,1.7046984232854625,1.5287015405791726,1.5997715959179393,1.331772768915486,0.6895814584388225,1.5018719265742868,125,0,321
1,-0.6941559556843049,-0.7743266963476517,-0.6362660405048002,-0.5914711353674946,-0.3157276757268005,0.15680819474881072,-0.6658357362607893,125,0,321
1,-0.6803491415376696,-1.3717074362443404,-1.532962675501541,-1.2957991561378124,-1.9446821491348412,-2.3143881748184785,-0.6658357362607893,125,1,321
1,-0.6665423273910343,0.3157357275565921,0.5699917042750284,-0.20017779049509546,0.4261111736430843,-0.08204570008621101,-0.6658357362607893,125,0,321
1,-0.6527355132443989,-0.7215153842752674,-0.5388803666125696,-0.5914711353674946,-0.41154852710374473,-0.03278282440382866,-0.6658357362607893,125,0,321
1,-0.6389286990977635,-0.7341094968521477,-0.6162483692015482,-0.6697298043419745,-0.3311826517553389,0.17196600265107972,-0.6658357362607893,125,0,321
1,-0.6251218849511282,1.5900080380853387,1.5384430779493035,1.5997715959179393,1.2915898312412852,0.6747789116592599,1.5018719265742868,125,0,321
1,-0.6113150708044929,0.8142107033495146,0.7396073137896826,1.2867369200200198,0.6981187517453764,0.6227923673694324,1.5018719265742868,125,0,321
1,-0.5975082566578576,1.6163717137462756,1.5671627933057508,1.5997715959179393,1.2792258504184517,0.7446469324587907,1.5018719265742868,125,0,321
1,-0.5837014425112221,-0.6999374713935465,-0.6242376178374176,-0.6697298043419745,-0.34972862298958673,0.08741385544621472,-0.6658357362607893,125,0,321
1,-0.5698946283645868,-0.7473752954331276,-0.5353163895259349,-0.5914711353674946,-0.3775475798409585,-0.013125042280571353,-0.6658357362607893,125,0,321
1,-0.5560878142179515,1.609990696707323,1.559737841041933,1.5997715959179393,1.2792258504184517,0.7960413748774335,1.5018719265742868,125,0,321
