unit,cycle,s2,s3,s4,s6,s7,s8,s9,s11,s12,s13,s15,s17,s20,s21,RUL,is_noise,max_cycle
2,-1.5560846669628146,-1.5970132226753495,-0.97722200092802,-2.192861826422367,-6.214162792292061,1.2979366700608854,-1.1688159734324692,-0.4891390930919968,-2.6721211225543082,1.2081617550922652,-0.2677383752339577,-1.3621462087851697,-1.4099133264130155,0.45840137521964147,1.6009010196070403,125,1,287
2,-1.538044477745094,-1.7735515796260226,-0.32347277380408546,-1.9132012603920954,0.16092272336468236,1.6581736420902913,-1.699175723158779,-0.7836900487406817,-1.0655395289240528,1.8841361014943885,-1.6600027457696929,-0.45044655598638605,-0.5899488041597141,1.3134132968928751,1.0002500805033505,125,0,287
2,-1.5200042885273732,-2.4544852421509074,-0.06482432568963822,-1.0318925577129907,-6.214162792292061,2.2135389739689444,-0.6384562237141989,-0.5306008111891365,-1.1691899543195685,1.6649011783369376,-1.4859696994566831,-1.7205624845037286,-1.4099133264130155,1.6696682642566885,1.1984648904075728,125,1,287
2,-1.5019640993096524,-2.126628293527942,-0.9140873403646149,-1.46725603347902,0.16092272336468236,0.8776602026933021,-1.699175723158779,-0.20495356696751824,-1.791092506692553,1.5004749859687974,-2.5301679773584844,-0.9689322363948605,-1.4099133264130155,1.8121702512022444,2.131876449774695,125,0,287
2,-1.4839239100919317,-2.0005294671343172,-1.9568275406370712,-0.493734927946678,-6.214162792292061,2.1835192262998553,-0.8152428069509425,-0.19286056585589179,-1.0137143162263134,1.098544293513436,-2.3561349310375603,-1.4943774561376604,-2.229877848666317,2.1684252185660577,1.179244060356257,125,1,287
2,-1.4658837208742108,-3.08497937411817,-2.268427639546601,-1.3644618794787018,0.16092272336468236,1.973380992616064,-0.6384562237141989,-0.545285169681893,-2.050218570181324,2.0668318707920914,-1.4859696994566831,-1.727522023838054,-0.5899488041597141,1.9546722381477495,1.2224909279717067,125,0,287
2,-1.4478435316564902,-1.2439365087737169,-0.2338622878431622,-0.7764188514475099,0.16092272336468236,1.7632427589322723,-0.46166964046941583,-0.666215180798629,-1.791092506692553,0.8610397934262146,-0.6158044678678916,-1.2368745007670043,-1.4099133264130155,1.598417270783936,1.7606741694086314,125,0,287
2,-1.4298033424387695,0.06749128571814396,0.3608254826247241,-1.571561866214601,0.16092272336468236,1.4780551560755884,-1.1688159734324692,-0.3941226557859339,-1.2728403797150476,2.0120231400027806,-2.0080688384036267,-1.5152560741406365,-1.4099133264130155,1.6696682642566885,1.355835436452712,125,0,287
2,-1.4117631532210486,-1.3700353351670547,-1.353993362354564,-1.6290056581559662,-6.214162792292061,1.5380946514139364,-0.9920293901957256,-0.7525937601677484,-1.5837916559015581,1.336048793600657,-1.6600027457696929,-1.4908976864704977,-2.229877848666317,1.3134132968928751,1.9492785642871746,125,1,287
2,-1.393722964003328,-1.344815569888387,-0.46196170665278086,-1.6516808391854598,-6.214162792292061,1.4480354084064995,-1.5223891399220353,-0.12980420291647227,-1.2210151670173082,0.5869961394794527,-1.834035792090617,-1.0942039444130258,-1.4099133264130155,2.310927205511614,3.3067496866614894,125,1,287
2,-1.3756827747856073,-0.6638819073637892,0.11643324818586352,-0.6796714123884152,0.16092272336468236,1.5531045252484807,-1.1688159734324692,-0.619570747939386,-1.2210151670173082,0.970657255005044,-0.7898375141809013,-0.3773713929758463,-0.5899488041597141,2.5246801859298715,0.7635936104964967,125,0,287
2,-1.3576425855678864,-2.2275073546426123,-1.7613137530859828,-0.587459009535178,0.16092272336468236,1.3579761653992335,-1.699175723158779,-1.0791047901830766,-1.6356168685992976,0.4956482548306014,-1.834035792090617,-1.292550815441731,-0.5899488041597141,1.7409192577294412,1.1396010983754212,125,0,287
2,-1.3396023963501658,-1.8744306407409796,-0.38049762850647856,-0.6433911227412462,0.16092272336468236,1.5380946514139364,-2.4063220561218324,-0.5832917446043496,-2.153868995576803,1.2081617550922652,-1.4859696994566831,-1.9293486645339835,-1.4099133264130155,0.03089541438307535,1.2789521162474493,125,0,287
2,-1.3215622071324449,-2.177067824085277,-0.936489961854869,-1.56098011506752,0.16092272336468236,1.2078774270536192,-1.1688159734324692,-1.1300681520108697,-1.6874420812970738,2.5601104478965118,-1.6600027457696929,-1.4247820627942214,-1.4099133264130155,0.3871503817468889,0.9870357598430576,125,0,287
2,-1.3035220179147242,-0.789980733757127,-1.7918627823908577,-0.5557137560939351,0.16092272336468236,0.7575812120167766,-0.9920293901957256,-0.9123941320006509,-1.4283160178083028,0.5321874086901419,-0.9638705605018253,-2.061579911886474,0.23001571809358742,0.45840137521964147,1.2717443049782218,125,0,287
2,-1.2854818286970036,-1.798771344904977,-1.353993362354564,-1.863315862127251,0.16092272336468236,1.2979366700608854,-1.5223891399220353,-0.7422283306433849,-1.0655395289240528,1.5004749859687974,-2.182101884724551,-1.7101231755022406,-0.5899488041597141,0.9571583295290108,1.4531408885875376,125,0,287
2,-1.2674416394792827,-0.23514589762615365,-1.0301736517231026,-2.34554137868753,0.16092272336468236,-0.06796184888384538,-0.6384562237141989,-0.7197699000075521,-1.6356168685992976,1.9024056784241588,0.08032771739997611,-2.0267822152147854,-1.4099133264130155,1.1709113099473192,2.393760259223887,125,0,287
2,-1.249401450261562,-1.4456946310030574,-0.04242170419938426,-0.8368860008594698,0.16092272336468236,1.748232885097728,-1.3456025566772523,-0.7802349055658415,-1.1691899543195685,2.2860667939495425,-1.311936653135759,-0.8471402980438579,-1.4099133264130155,0.8859073360562583,1.1420037021318303,125,0,287
2,-1.2313612610438411,-1.9500899365769824,-2.4028433684879857,-0.6071108330940771,0.16092272336468236,2.3786475861491025,-0.9920293901957256,-0.45890659031277353,-1.5837916559015581,1.2995096397411166,-1.6600027457696929,-0.9097761520529715,-0.5899488041597141,1.598417270783936,1.0206722124328707,125,0,287
2,-1.2133210718261205,-0.4621237851341618,-1.1605161767571308,-1.7242414184797636,0.16092272336468236,1.463045282241044,-1.3456025566772523,-0.8735237712844843,-1.5837916559015581,1.5918228706176487,-2.3561349310375603,-2.0824585298895117,-1.4099133264130155,1.028409323001814,0.6831063846566202,125,0,287
2,-1.1952808826083998,-1.1934969782163816,-1.859070646861527,-2.0416939528925018,0.16092272336468236,1.5831242729175694,-0.8152428069509425,-0.4399033028514667,-2.1020437828790635,1.6649011783369376,-1.1379036068148352,-1.191637495093766,-1.4099133264130155,2.5959311794026747,2.116259525357993,125,0,287
2,-1.177240693390679,-0.9160795601507515,-1.722618315966487,-1.2268991145665118,0.16092272336468236,1.0277589410389163,-2.0527488896403057,-0.6109328900024428,-1.4283160178083028,0.1119871393050102,-0.6158044678678916,-1.7553601811754171,-1.4099133264130155,0.7434053491107024,1.187653173503689,125,0,287
2,-1.1592005041729583,-0.3864644892981591,-1.5780195772568257,-2.7642763883652544,0.16092272336468236,1.5380946514139364,-2.0527488896403057,-0.7733246192163182,-1.2210151670173082,1.0802747165836657,-0.09370532891303374,-1.250793579435655,0.23001571809358742,1.598417270783936,-0.4629356071532219,125,0,287
2,-1.1411603149552374,-1.344815569888387,-1.5617267616275838,-1.0757312410366462,0.16092272336468236,-0.24808033489854828,-1.699175723158779,-0.693856326196722,-1.5319664432038187,1.0620051396538954,-1.834035792090617,-1.497857225804823,-1.4099133264130155,2.1684252185660577,0.8753146851697771,125,0,287
