unit,cycle,s4,s11,s14,s16,RUL,is_noise,max_cycle
1,-1.5621184188109971,-0.5523968086048423,-0.27429499730692664,-0.18093287291385418,-0.6726404044773376,125,0,149
1,-1.5440904282864696,-0.6486976935247913,-0.21848712924644106,0.1020833534773249,-0.6726404044773376,125,0,149
1,-1.526062437761942,-1.3074966730688586,-1.9268279793201988,-2.370791787227094,-0.6726404044773376,125,1,149
1,-1.5080344472374145,-0.6436513589438322,-0.2928976199937559,0.05868912162964192,-0.6726404044773376,125,0,149
1,-1.490006456712887,-1.3034596054040921,-1.8648192370307695,-2.414186019074777,-0.6726404044773376,125,1,149
1,-1.4719784661883595,-1.2968152648724978,-1.898924045289955,-2.32310581816371,-0.6726404044773376,125,1,149
1,-1.453950475663832,-0.6368388072595393,-0.22158756636091406,0.14070898841866303,-0.6726404044773376,125,0,149
1,-1.4359224851393044,0.4159106919046491,0.42330335344914444,-0.17258782832776423,-0.6726404044773376,125,0,149
1,-1.417894494614777,-0.6346520622744577,-0.18748275810172854,0.024355223904004426,-0.6726404044773376,125,0,149
1,-1.3998665040902494,-0.6375116518703351,-0.27429499730692664,0.06405379314927041,-0.6726404044773376,125,0,149
1,-1.3818385135657218,-0.6449129425890725,-0.26499368596351425,0.15143833145792,-0.6726404044773376,125,0,149
1,-1.3638105230411945,1.679765187705584,1.3751375475918726,0.683732961127946,1.4866784590156021,125,0,149
1,-1.345782532516667,0.4473661774592874,0.4729103472806862,-0.1814097326044876,-0.6726404044773376,125,0,149
1,-1.3277545419921395,-0.6872180474927703,-0.24639106327668495,0.07907487340423884,-0.6726404044773376,125,0,149
1,-1.309726551467612,0.8668006867132482,0.8015566814146582,0.6535715856953589,1.4866784590156021,125,0,149
1,-1.2916985609430844,-0.6388573410919226,-0.36110723651212695,-0.11679524452361277,-0.6726404044773376,125,0,149
1,-1.273670570418557,-1.2608180781949976,-1.9144262308623134,-2.4585339703037157,-0.6726404044773376,125,1,149
1,-1.2556425798940294,-0.5659378063970807,-0.2866967457648143,-0.13122025016528674,-0.6726404044773376,125,0,149
1,-1.2376145893695019,-0.5726662525050243,-0.27429499730692664,0.08300896585196713,-0.6726404044773376,125,0,149
1,-1.2195865988449743,0.44442248228706266,0.4729103472806862,-0.1994111859259175,-0.6726404044773376,125,0,149
1,-1.2015586083204468,-0.6110183953203048,-0.19368363233067018,0.09338066412325176,-0.6726404044773376,125,0,149
1,-1.1835306177959193,-0.6179991581572961,-0.2773954344213997,0.07382941680727143,-0.6726404044773376,125,0,149
1,-1.1655026272713918,-0.6443242035546279,-0.28979718287928513,0.07525999587917162,-0.6726404044773376,125,0,149
1,-1.1474746367468642,-0.6306991001860403,-0.27119456019245586,0.06906081990092655,-0.6726404044773376,125,0,149
1,-1.1294466462223367,-0.676788956025457,-0.2029849436740848,0.03866101462301734,-0.6726404044773376,124,0,149
1,-1.1114186556978092,-0.6539963448347963,-0.2308888777043287,0.1006527744054247,-0.6726404044773376,123,0,149
1,-1.0933906651732817,-1.3026185496406,-1.902024482404426,-2.4393403677557077,-0.6726404044773376,122,1,149
1,-1.0753626746487541,1.6870823728479722,1.4712510981404854,0.6999461906094925,1.4866784590156021,121,0,149
